Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python38, chameleon, 10,168.252014160156250000, 136.694885253906250000,  ,  , 16888, 47.2, 47796
Python38, chameleon, 10,168.139221191406250000, 136.584167480468750000,  ,  , 16881, 47.0, 47420
Python38, chameleon, 10,168.851623535156250000, 137.111572265625000000,  ,  , 16964, 47.2, 47916
Python38, chameleon, 10,168.449951171875000000, 136.914123535156250000,  ,  , 16907, 47.0, 47648
Python38, chameleon, 10,168.283386230468750000, 136.675659179687500000,  ,  , 16906, 47.0, 47576
Python38, chameleon, 10,168.615112304687500000, 136.935485839843750000,  ,  , 16925, 47.2, 47692
Python38, chameleon, 10,168.350219726562500000, 136.759582519531250000,  ,  , 16927, 49.2, 47576
Python38, chameleon, 10,168.297790527343750000, 136.722290039062500000,  ,  , 16892, 46.0, 47624
Python38, chameleon, 10,168.469848632812500000, 136.856201171875000000,  ,  , 16919, 47.2, 47744
Python38, chameleon, 10,168.478515625000000000, 136.830444335937500000,  ,  , 16929, 47.2, 47572
Python310, chameleon, 10,231.482177734375000000, 188.303710937500000000,  ,  , 23234, 48.8, 47456
Python310, chameleon, 10,231.775573730468750000, 188.502258300781250000,  ,  , 23280, 46.0, 47380
Python310, chameleon, 10,230.354125976562500000, 187.413635253906250000,  ,  , 23123, 45.8, 47344
Python310, chameleon, 10,231.865539550781250000, 188.636474609375000000,  ,  , 23277, 49.0, 47348
Python310, chameleon, 10,230.969726562500000000, 187.953857421875000000,  ,  , 23196, 45.8, 47308
Python310, chameleon, 10,231.912292480468750000, 188.653015136718750000,  ,  , 23284, 43.8, 47320
Python310, chameleon, 10,231.461242675781250000, 188.281616210937500000,  ,  , 23241, 47.2, 47340
Python310, chameleon, 10,231.630065917968750000, 188.447021484375000000,  ,  , 23248, 47.2, 47356
Python310, chameleon, 10,232.747924804687500000, 189.345825195312500000,  ,  , 23362, 47.0, 47320
Python310, chameleon, 10,232.275573730468750000, 188.978393554687500000,  ,  , 23314, 46.8, 47236
Python311, chameleon, 10,192.132690429687500000, 156.147521972656250000,  ,  , 19286, 49.0, 50108
Python311, chameleon, 10,192.156738281250000000, 156.182250976562500000,  ,  , 19287, 46.8, 50344
Python311, chameleon, 10,192.347229003906250000, 156.303344726562500000,  ,  , 19307, 48.8, 50432
Python311, chameleon, 10,192.331665039062500000, 156.232666015625000000,  ,  , 19327, 47.0, 50176
Python311, chameleon, 10,192.069641113281250000, 156.068969726562500000,  ,  , 19277, 45.5, 50240
Python311, chameleon, 10,191.545043945312500000, 155.716796875000000000,  ,  , 19227, 46.0, 50328
Python311, chameleon, 10,192.044616699218750000, 156.053833007812500000,  ,  , 19295, 49.0, 50348
Python311, chameleon, 10,191.668579101562500000, 155.719665527343750000,  ,  , 19262, 49.0, 50332
Python311, chameleon, 10,192.360412597656250000, 156.288635253906250000,  ,  , 19311, 46.0, 50348
Python311, chameleon, 10,191.902954101562500000, 156.019897460937500000,  ,  , 19266, 45.5, 50188
Python38, chaos, 10,188.547729492187500000, 153.374572753906250000,  ,  , 18928, 46.0, 47648
Python38, chaos, 10,188.531433105468750000, 153.372436523437500000,  ,  , 18936, 45.8, 47572
Python38, chaos, 10,188.140563964843750000, 153.125183105468750000,  ,  , 18891, 48.8, 47576
